sales_detail_id,transaction_id,product_id,quantity,price
168,618,66,80,466.6
169,534,83,93,312.03
170,883,138,70,254.93
171,161,17,24,379.87
172,427,46,87,168.07
173,791,91,99,56.88
174,340,45,76,355.34
175,553,3,98,313.51
176,531,133,5,208.53
177,148,101,66,395.52
178,471,118,39,67.71
179,381,136,31,142.9
180,819,185,99,151.23
181,932,162,31,170.9
182,602,37,72,308.33
183,989,27,2,26.39
184,240,75,58,13.8
185,907,74,57,124.57
186,925,45,83,387.88
187,978,137,98,162.06
188,440,148,46,198.19
189,58,181,63,96.17
190,753,136,12,329.18
191,723,109,46,368.28
192,907,53,77,389.69
193,390,75,96,77.89
194,705,136,29,308.79
195,532,46,83,126.43
196,890,180,93,440.69
197,526,90,1,6.7
198,131,118,74,121.39
199,230,184,90,398.99
200,720,104,7,197.36
201,778,69,10,413.05
202,630,125,73,110.68
203,499,106,99,262.2
204,634,173,45,323.68
205,138,121,25,306.82
206,516,186,29,390.52
207,702,138,68,148.29
208,217,175,87,246.07
209,807,78,45,207.44
210,719,49,15,71.59
211,998,100,95,468.45
212,90,184,7,178.98
213,503,34,60,493.12
214,657,13,87,459.65
215,381,55,37,239.15
216,917,60,77,479.25
217,879,191,49,355.94
218,890,163,27,115.72
219,132,189,50,470.59
220,768,109,99,404.12
221,380,121,78,290.78
222,804,94,35,250.91
223,846,115,35,200.78
224,269,58,57,113.38
225,752,140,76,196.95
226,386,106,17,19.04
227,200,114,26,485.98
228,36,170,3,45.4
229,872,178,47,483.12
230,58,186,68,103.13
231,19,36,55,333.89
232,882,44,92,107.8
233,314,157,44,183.98
234,437,21,2,246.19
235,848,181,90,125.69
236,544,120,87,70.84
237,806,10,37,231.29
238,908,34,2,318.88
239,934,94,1,272.09
240,31,128,85,51.23
241,6,57,19,477.04
242,144,4,55,240.19
243,595,36,41,261.84
244,968,30,36,420.61
245,76,96,90,363.22
246,709,53,85,49.06
247,522,135,24,70.98
248,439,126,89,157.22
249,774,37,67,81.61
250,956,102,77,251.3
251,668,70,74,257.59
252,178,178,61,381.54
253,489,31,98,138.24
254,118,134,4,355.93
255,623,179,20,340.68
256,317,189,63,417.32
257,143,168,70,210.6
258,594,32,64,9.88
259,141,144,56,378.46
260,175,21,10,397.62
261,214,4,48,88.99
262,226,23,67,374.7
263,41,41,78,471.48
264,699,55,94,208.45
265,877,183,40,215.75
266,227,74,32,114.24
267,924,5,20,417.96
268,388,70,15,431.44
269,493,6,76,125.8
270,983,19,5,228.17
271,93,173,74,19.99
272,894,34,96,483.23
273,404,41,3,494.57
274,841,115,95,7.46
275,310,62,40,182.24
276,740,154,87,456.22
277,557,168,38,498.87
278,479,74,30,65.33
279,968,45,56,206.88
280,442,87,81,383.75
281,848,170,39,156.75
282,219,50,41,172.68
283,446,23,33,87.67
284,501,89,48,242.32
285,944,168,100,395.39
286,296,95,41,285.27
287,356,122,45,73.18
288,580,91,90,120.1
289,775,156,68,370.48
290,295,114,14,39.97
291,615,141,10,305.39
292,579,20,39,276.54
293,894,85,91,67.39
294,458,159,94,135.75
295,703,92,67,320.79
296,162,97,15,111.81
297,671,165,60,319.98
298,694,198,96,430.33
299,17,88,93,103.4
300,91,138,6,230.78
301,929,63,48,373.18
302,37,182,33,425.29
303,426,193,36,334.09
304,688,170,46,21.32
305,303,10,23,194.08
306,478,50,30,31.06
307,563,87,14,20.49
308,398,80,94,172.34
309,200,24,38,370.64
310,714,5,28,143.11
311,942,194,49,324.04
312,491,71,66,267.66
313,629,16,47,140.81
314,357,186,26,406.72
315,859,74,73,21.02
316,839,23,36,465.67
317,152,173,31,157.54
318,658,101,68,172.91
319,530,186,18,401.36
320,217,5,57,68.02
321,415,156,52,367.8
322,755,53,57,335.88
323,600,146,72,291.6
324,877,197,100,65.85
325,749,62,69,20.33
326,371,156,83,492.45
327,308,196,67,10.59
328,242,65,8,459.25
329,588,108,50,229.65
330,210,1,8,476.66
331,769,62,86,479.87
332,523,56,20,390.35
333,557,95,23,178.1
334,88,93,39,71.9
335,669,11,47,102.89
336,688,192,79,340.83
337,582,106,47,451.44
338,298,194,49,112.87
339,244,121,61,441.69
340,140,25,22,287.16
341,237,162,30,269.43
342,540,84,14,462.5
343,907,125,32,366.26
344,967,105,27,285.92
345,749,49,59,254.88
346,293,186,3,67.41
347,319,181,26,187.25
348,70,62,64,448.76
349,729,24,65,344.19
350,352,4,23,228.2
351,161,5,16,453.97
352,255,85,82,57.73
353,939,144,11,133.41
354,912,99,52,435.57
355,876,62,71,415.96
356,576,128,67,89.02
357,379,190,72,368.16
358,145,2,49,268.69
359,693,164,29,401.38
360,701,50,31,97.34
361,927,167,68,147.62
362,655,55,87,453.27
363,981,81,23,8.35
364,580,132,11,82.33
365,9,77,93,51.69
366,189,100,79,359.86
367,655,193,71,161.07
368,372,66,69,7.34
369,954,130,22,47.73
370,861,179,39,176.49
371,496,72,92,95.24
372,534,111,55,118.89
373,313,192,50,376.58
374,654,64,60,27.81
375,673,105,61,366.19
376,555,56,51,25.9
377,870,24,28,313.7
378,936,49,93,78.19
379,388,181,72,145.0
380,456,92,61,452.2
381,596,197,80,113.55
382,150,113,11,359.58
383,292,130,94,215.8
384,982,193,70,67.64
385,630,175,10,259.98
386,695,22,56,320.73
387,963,80,5,292.15
388,109,37,60,452.57
389,834,77,66,274.35
390,772,93,93,235.96
391,635,133,10,119.44
392,500,177,4,420.82
393,377,18,85,11.82
394,604,104,22,401.64
395,735,179,52,385.04
396,836,152,83,139.8
397,674,154,44,430.85
398,572,38,16,481.67
399,661,35,20,487.08
400,517,140,100,42.26
401,694,109,88,259.47
402,356,88,36,156.88
403,358,35,35,490.36
404,352,70,13,447.7
405,164,132,57,440.09
406,782,173,89,351.34
407,632,178,46,353.05
408,349,113,22,170.74
409,652,149,62,407.6
410,748,96,15,56.59
411,595,152,51,462.48
412,748,199,39,365.96
413,577,158,78,233.65
414,617,51,3,286.58
415,94,170,60,485.02
416,571,118,13,266.53
417,626,96,25,262.05
418,960,18,48,343.5
419,314,179,93,323.54
420,620,157,73,130.05
421,804,119,22,494.4
422,661,98,100,483.34
423,277,185,91,146.95
424,710,23,42,78.48
425,296,128,100,317.77
426,510,98,15,341.68
427,306,30,5,338.36
428,968,131,49,263.9
429,277,97,41,161.97
430,608,14,63,442.8
431,455,176,23,478.65
432,473,104,95,344.98
433,85,170,69,96.53
434,941,196,46,152.16
435,853,29,80,247.59
436,780,117,14,54.21
437,8,167,8,200.35
438,803,123,77,373.26
439,697,86,70,431.26
440,388,65,6,399.5
441,875,168,80,360.19
442,928,153,79,463.22
443,912,91,42,133.43
444,55,5,41,390.62
445,647,44,43,237.02
446,941,115,99,125.66
447,720,68,11,304.74
448,382,55,82,375.97
449,777,121,48,430.0
450,732,176,3,286.16
451,604,128,50,73.96
452,267,3,12,14.26
453,117,139,46,129.94
454,198,151,23,478.32
455,194,23,50,316.05
456,945,124,37,133.62
457,807,127,80,386.34
458,469,91,77,181.49
459,840,114,17,153.75
460,780,85,61,72.84
461,392,23,92,466.4
462,421,52,43,12.38
463,727,43,39,353.21
464,347,66,27,265.04
465,697,33,16,350.36
466,237,139,91,426.56
467,179,46,66,270.14
468,800,136,28,455.06
469,898,110,20,363.76
470,41,62,77,485.23
471,384,192,81,383.62
472,830,73,80,375.11
473,219,174,19,196.72
474,154,68,20,25.59
475,969,128,83,485.13
476,778,72,96,416.77
477,974,164,66,352.7
478,752,169,52,455.49
479,490,38,22,270.54
480,460,159,56,324.87
481,254,181,37,274.89
482,811,66,12,432.57
483,955,26,58,376.19
484,160,61,29,220.46
485,418,198,40,42.22
486,916,55,85,135.27
487,358,104,88,405.75
488,829,20,59,349.4
489,106,128,91,207.11
490,495,24,96,130.44
491,661,61,56,486.68
492,450,148,19,163.32
493,776,59,58,469.21
494,835,69,29,95.59
495,526,7,89,248.37
496,759,17,25,196.27
497,528,115,53,327.7
498,371,166,42,253.8
499,248,114,9,215.89
500,647,2,53,420.45
501,536,121,73,380.23
502,593,15,85,212.14
503,922,81,8,7.81
504,472,79,8,463.78
505,132,95,57,476.77
506,328,33,95,264.47
507,346,76,8,183.56
508,739,76,38,154.57
509,239,37,99,13.76
510,827,188,86,237.64
511,1,184,2,56.41
512,173,81,81,333.47
513,224,192,79,187.6
514,553,75,13,117.52
515,980,105,61,63.36
516,797,52,82,495.04
517,333,144,58,6.66
518,118,154,93,306.63
519,379,74,60,410.02
520,873,19,92,400.08
521,359,149,100,124.56
522,142,25,96,139.83
523,534,22,50,124.6
524,686,200,20,166.59
525,647,44,76,143.53
526,584,71,70,6.95
527,605,156,18,122.87
528,492,161,10,486.31
529,287,162,67,159.62
530,821,146,77,236.38
531,9,2,37,187.56
532,501,56,4,263.84
533,893,15,62,422.94
534,606,35,6,258.43
535,468,51,37,364.89
536,851,110,7,334.29
537,254,2,35,290.31
538,753,161,7,452.84
539,745,99,35,19.6
540,353,81,3,27.17
541,47,76,16,199.93
542,647,85,58,245.37
543,853,10,63,127.86
544,604,198,51,137.56
545,959,41,33,225.33
546,188,180,100,410.07
547,277,1,87,19.33
548,767,153,100,400.91
549,41,49,52,377.12
550,256,130,67,479.63
551,430,164,82,337.08
552,384,167,28,363.71
553,249,192,26,428.15
554,345,173,86,441.89
555,753,1,54,253.68
556,827,59,61,18.34
557,14,138,80,237.18
558,63,90,73,440.05
559,528,170,12,226.86
560,856,118,78,453.21
561,468,190,18,189.57
562,526,122,4,433.52
563,604,197,69,393.49
564,981,41,97,62.41
565,325,180,8,193.04
566,983,156,2,181.34
567,679,118,35,360.9
568,313,158,86,205.82
569,886,80,9,434.61
570,223,23,48,14.67
571,283,114,4,327.53
572,975,145,76,253.97
573,748,103,41,241.86
574,523,149,26,5.28
575,283,87,92,337.87
576,481,23,28,313.15
577,460,129,66,239.63
578,389,34,5,424.86
579,586,93,51,16.37
580,455,21,75,478.49
581,496,65,89,49.02
582,932,191,72,123.82
583,58,132,61,384.61
584,281,190,45,42.74
585,933,173,17,234.8
586,564,104,61,285.96
587,550,88,55,95.07
588,734,110,50,131.84
589,296,181,44,191.12
590,182,49,27,335.96
591,778,172,49,121.68
592,806,60,46,250.94
593,157,6,85,386.14
594,96,92,62,83.8
595,495,173,2,33.12
596,680,130,28,407.96
597,846,22,11,348.23
598,983,139,93,203.45
599,725,24,7,376.63
600,810,61,51,251.99
601,770,158,36,426.16
602,242,195,65,423.61
603,543,3,64,307.0
604,439,70,92,28.0
605,501,21,29,194.41
606,255,102,47,22.78
607,183,162,73,42.23
608,473,68,17,450.62
609,767,70,68,273.37
610,76,42,47,442.27
611,13,75,90,400.72
612,986,22,59,195.78
613,290,21,69,113.61
614,256,151,27,461.32
615,277,133,2,236.99
616,494,16,28,346.08
617,444,115,71,499.51
618,858,92,16,358.52
619,187,163,72,396.69
620,255,5,70,272.85
621,72,121,77,426.64
622,888,172,8,408.35
623,844,7,70,472.26
624,967,96,42,461.28
625,335,197,43,80.16
626,506,111,90,215.37
627,711,160,99,416.72
628,684,137,56,86.89
629,474,120,6,250.32
630,137,121,79,278.47
631,675,186,4,77.92
632,73,81,98,465.59
633,94,54,74,48.51
634,715,147,99,320.71
635,708,106,68,263.56
636,105,154,60,454.55
637,601,130,17,387.75
638,329,99,20,370.84
639,619,196,88,200.45
640,930,6,96,313.41
641,670,140,37,43.87
642,286,23,77,50.07
643,357,177,88,214.65
644,790,49,68,83.02
645,678,171,55,291.15
646,769,199,58,112.08
647,36,156,20,100.02
648,553,197,98,376.61
649,691,110,59,175.72
650,258,147,43,203.13
651,525,91,12,211.29
652,151,200,4,456.31
653,390,97,70,448.24
654,846,101,79,7.32
655,920,72,22,307.87
656,251,122,35,43.91
657,720,68,71,154.09
658,601,98,47,344.57
659,362,3,1,456.45
660,384,48,5,335.2
661,952,30,24,41.22
662,109,171,72,51.09
663,794,55,8,230.61
664,361,102,80,139.72
665,676,88,12,483.01
666,962,93,44,306.95
667,567,113,39,356.3
668,931,65,93,163.21
669,767,18,87,481.07
670,523,101,63,320.68
671,606,111,15,81.0
672,207,124,22,112.31
673,10,19,58,103.64
674,615,176,16,247.92
675,48,19,90,175.69
676,707,101,29,453.14
677,770,105,42,469.81
678,599,18,90,458.09
679,125,73,27,148.01
680,677,43,14,270.42
681,966,119,94,147.22
682,714,197,56,228.24
683,621,147,49,428.92
684,527,133,76,151.03
685,671,103,90,145.62
686,90,47,38,487.76
687,452,24,77,166.73
688,532,76,81,279.41
689,902,21,13,132.41
690,184,182,58,362.81
691,230,10,11,275.93
692,922,113,48,33.37
693,765,159,63,254.9
694,293,76,15,351.08
695,783,29,88,36.05
696,860,53,70,22.32
697,492,181,7,478.77
698,650,51,72,206.97
699,863,166,15,464.38
700,64,149,87,278.09
701,598,30,6,56.17
702,486,192,4,326.3
703,164,17,94,384.96
704,802,145,83,179.19
705,42,199,41,244.41
706,473,189,50,8.67
707,191,56,52,345.55
708,468,99,46,320.39
709,741,161,12,442.32
710,801,147,48,160.35
711,938,34,71,85.66
712,103,154,90,150.15
713,398,46,24,220.39
714,667,46,16,233.95
715,5,91,21,138.12
716,179,148,8,417.14
717,258,121,90,432.97
718,684,186,18,157.6
719,642,71,59,166.25
720,953,101,72,257.59
721,671,97,86,211.69
722,701,68,93,365.68
723,66,110,16,404.04
724,2,95,41,209.18
725,656,183,68,384.72
726,686,81,83,150.45
727,112,66,76,372.53
728,800,63,55,349.75
729,247,169,72,276.67
730,478,38,12,133.57
731,99,15,58,143.1
732,596,110,59,46.2
733,829,175,2,431.23
734,680,16,24,442.35
735,761,70,19,419.15
736,852,185,36,198.92
737,613,116,74,386.96
738,195,188,32,41.89
739,295,131,75,238.22
740,481,178,80,464.69
741,108,107,66,36.15
742,561,182,74,250.34
743,820,136,4,430.18
744,977,121,32,204.75
745,987,33,31,130.09
746,148,129,77,41.85
747,710,147,68,462.45
748,924,157,60,397.26
749,536,127,37,394.72
750,69,159,83,371.76
751,518,63,21,290.42
752,508,162,11,476.63
753,831,135,57,355.87
754,469,31,6,15.95
755,941,70,85,127.1
756,240,82,91,134.65
757,743,194,32,117.92
758,734,49,37,71.48
759,765,152,24,174.86
760,741,157,24,166.55
761,323,53,77,230.76
762,776,67,73,239.36
763,695,99,36,236.31
764,619,50,36,332.22
765,530,165,78,54.58
766,21,188,82,326.23
767,480,147,90,260.8
768,58,190,11,473.03
769,294,44,54,250.19
770,175,186,43,418.17
771,443,121,32,116.44
772,199,32,79,392.49
773,575,109,51,386.63
774,404,161,54,76.92
775,344,64,53,184.41
776,865,143,86,108.97
777,345,176,31,264.1
778,585,4,4,379.78
779,219,156,92,35.94
780,675,54,82,145.54
781,958,37,80,214.44
782,807,22,99,115.56
783,880,89,64,454.18
784,176,85,94,404.77
785,141,158,45,299.58
786,186,41,6,35.54
787,683,64,19,465.12
788,334,46,78,157.43
789,995,172,59,406.94
790,469,70,18,191.23
791,533,68,62,335.83
792,218,53,44,66.08
793,500,182,12,334.81
794,989,89,39,17.17
795,672,85,73,304.86
796,736,133,43,223.76
797,651,195,74,171.05
798,279,106,89,74.58
799,714,65,60,294.09
800,304,35,44,197.54
801,640,177,47,298.1
802,376,60,9,173.62
803,599,57,19,385.16
804,69,130,95,441.11
805,887,50,25,402.83
806,624,190,81,45.33
807,249,124,1,433.24
808,930,179,73,403.18
809,138,123,91,373.73
810,842,129,78,484.37
811,394,38,46,194.15
812,65,76,85,343.36
813,427,20,45,357.83
814,13,15,58,314.81
815,784,182,62,189.68
816,315,20,19,291.84
817,649,129,61,238.77
818,539,113,37,93.05
819,72,72,12,417.53
820,622,91,73,121.67
821,940,106,93,50.36
822,555,14,16,19.08
823,10,108,78,48.1
824,554,48,19,437.93
825,450,122,14,104.98
826,800,22,88,325.4
827,170,98,51,357.89
828,924,30,73,132.83
829,66,44,70,251.35
830,473,12,14,48.5
831,402,51,23,197.63
832,268,149,91,192.7
833,175,16,44,403.16
834,726,190,66,245.5
835,331,96,55,400.3
836,23,154,42,480.62
837,18,14,87,330.29
838,887,90,37,419.29
839,575,10,82,66.54
840,859,60,68,330.96
841,483,2,17,355.45
842,61,145,48,48.94
843,320,161,68,248.11
844,157,167,50,459.5
845,597,100,3,178.63
846,468,9,77,124.44
847,327,29,40,135.9
848,203,98,29,322.85
849,198,1,5,449.96
850,677,127,23,158.66
851,392,146,34,192.33
852,954,59,60,191.02
853,100,112,39,442.15
854,34,11,14,345.61
855,312,190,36,317.89
856,185,14,78,12.22
857,98,88,60,69.38
858,46,66,3,363.34
859,55,189,15,447.2
860,268,168,92,237.29
861,776,112,74,201.48
862,503,163,17,58.52
863,736,35,5,268.48
864,179,67,45,382.88
865,906,126,58,320.34
866,197,32,73,117.95
867,610,43,5,402.83
868,382,30,61,76.24
869,916,176,14,91.6
870,644,123,99,128.21
871,202,49,38,306.95
872,389,159,68,49.21
873,453,98,76,197.13
874,310,98,18,338.61
875,826,154,61,137.37
876,476,156,59,434.04
877,242,61,44,382.57
878,545,75,7,232.17
879,33,109,58,411.09
880,774,143,19,421.78
881,329,11,60,383.71
882,291,8,62,12.2
883,223,133,64,341.2
884,163,167,95,246.22
885,911,171,57,350.71
886,540,71,89,204.95
887,608,49,12,268.89
888,515,57,77,440.75
889,339,74,56,365.79
890,215,54,61,365.33
891,991,20,87,168.64
892,294,63,76,417.14
893,572,8,70,188.64
894,693,198,73,450.73
895,740,134,55,57.45
896,523,179,87,138.9
897,437,115,79,120.03
898,488,105,19,244.67
899,973,47,9,146.8
900,576,3,94,146.05
901,502,189,62,146.93
902,796,186,83,119.77
903,289,141,60,293.2
904,54,45,58,332.04
905,737,66,8,418.32
906,290,84,10,230.66
907,708,154,59,330.42
908,790,193,80,327.21
909,706,197,60,113.96
910,671,170,68,44.32
911,227,21,85,475.42
912,814,101,77,137.25
913,530,186,20,475.34
914,773,54,91,156.37
915,44,87,100,400.1
916,298,109,63,458.61
917,830,137,59,160.86
918,491,25,81,56.72
919,99,12,2,240.82
920,212,173,30,432.91
921,745,188,63,412.65
922,3,2,42,26.23
923,604,91,37,447.45
924,37,28,75,69.9
925,868,150,17,57.98
926,784,139,19,497.66
927,71,23,65,147.51
928,808,110,39,429.22
929,933,147,100,243.06
930,295,149,73,455.96
931,813,177,80,47.45
932,954,28,24,95.26
933,493,160,92,186.42
934,240,130,7,435.77
935,674,7,65,122.53
936,989,44,82,373.66
937,645,3,52,177.39
938,340,133,33,265.82
939,71,87,21,458.67
940,947,16,64,405.82
941,93,127,71,432.23
942,299,164,53,432.71
943,122,137,90,10.15
944,55,178,56,247.22
945,32,142,97,367.98
946,701,87,1,368.35
947,73,134,70,432.08
948,12,82,96,81.36
949,608,102,41,427.78
950,326,103,69,284.37
951,532,53,31,172.62
952,20,160,12,184.06
953,835,186,88,268.01
954,519,177,28,13.31
955,717,87,4,412.45
956,464,105,8,422.61
957,223,84,41,372.42
958,947,110,7,227.85
959,375,6,31,107.31
960,572,158,5,268.52
961,768,191,16,47.54
962,73,128,99,230.26
963,758,7,31,12.28
964,540,40,43,201.62
965,71,64,26,77.5
966,958,50,72,113.67
967,522,9,6,474.44
968,888,182,72,154.73
969,71,8,32,299.73
970,491,37,83,93.19
971,290,197,83,353.59
972,651,183,56,371.83
973,44,63,35,155.77
974,379,43,82,147.75
975,339,115,17,366.65
976,888,20,39,233.54
977,120,151,66,27.66
978,40,85,82,57.26
979,184,179,24,18.48
980,925,137,36,38.76
981,537,156,15,167.54
982,900,179,43,406.79
983,900,114,15,85.5
984,975,118,13,496.3
985,782,100,11,178.7
986,377,189,21,447.22
987,856,185,82,406.13
988,674,66,40,185.64
989,260,176,48,21.13
990,726,87,88,387.41
991,237,194,59,269.68
992,798,193,100,41.07
993,568,190,87,236.76
994,146,45,46,229.28
995,518,153,73,411.0
996,668,41,75,343.34
997,297,40,66,106.79
998,481,49,22,91.45
999,619,101,15,310.11
1000,70,158,81,402.36
1001,539,158,26,220.34
1002,232,133,52,239.82
1003,410,58,44,7.01
1004,924,120,17,451.96
1005,752,81,30,154.41
1006,200,64,55,138.47
1007,417,127,63,213.17
1008,963,107,30,361.44
1009,691,97,89,399.95
1010,197,35,47,24.74
1011,118,45,9,433.02
1012,856,121,32,403.84
1013,950,125,3,116.92
1014,861,2,33,282.3
1015,246,113,13,458.52
1016,328,69,78,416.98
1017,196,71,71,439.12
1018,465,101,93,103.43
1019,42,111,97,66.68
1020,110,11,52,434.21
1021,210,54,17,394.84
1022,795,111,51,251.32
1023,609,11,48,138.62
1024,721,1,64,407.7
1025,584,157,39,136.72
1026,688,23,18,427.0
1027,41,146,93,131.18
1028,271,129,69,199.95
1029,546,14,47,89.82
1030,636,101,4,428.37
1031,502,29,100,35.47
1032,523,110,57,34.85
1033,833,64,89,476.34
1034,555,115,58,259.17
1035,345,185,21,156.52
1036,206,94,17,8.15
1037,404,70,10,458.3
1038,740,152,100,61.85
1039,24,5,80,150.73
1040,568,37,31,292.56
1041,814,66,3,240.67
1042,72,33,70,376.85
1043,432,123,7,147.64
1044,461,192,65,198.93
1045,264,143,69,489.48
1046,177,11,46,452.3
1047,518,38,5,395.25
1048,621,111,73,493.96
1049,565,81,91,78.4
1050,496,113,42,209.73
1051,696,13,11,335.65
1052,928,96,56,141.39
1053,364,79,10,232.61
1054,34,101,56,40.03
1055,44,92,23,292.91
1056,247,138,100,64.0
1057,709,184,45,449.93
1058,993,182,88,320.34
1059,728,158,61,106.83
1060,150,169,52,46.48
1061,18,68,41,341.27
1062,619,86,16,71.96
1063,156,130,24,5.72
1064,420,191,27,233.08
1065,16,165,17,33.04
1066,418,93,99,460.62
1067,482,30,93,401.1
1068,471,89,9,207.71
1069,177,97,15,181.18
1070,490,143,98,17.02
1071,615,98,24,310.54
1072,711,148,67,37.72
1073,358,99,26,136.07
1074,727,108,61,31.39
1075,680,139,68,462.24
1076,656,112,66,229.09
1077,521,153,33,307.35
1078,171,99,82,243.97
1079,564,12,58,214.93
1080,291,155,62,354.29
1081,254,90,25,395.85
1082,340,14,98,108.17
1083,155,30,75,6.1
1084,967,104,7,162.35
1085,362,105,90,149.1
1086,35,128,11,403.87
1087,12,181,78,280.73
1088,654,185,93,255.26
1089,243,87,56,182.26
1090,178,61,69,364.81
1091,262,29,58,134.95
1092,622,68,80,68.48
1093,212,91,74,469.56
1094,682,188,18,95.2
1095,292,150,38,354.81
1096,120,71,25,51.61
1097,931,18,91,471.02
1098,712,12,58,418.81
1099,639,55,80,45.97
1100,312,92,86,455.5
1101,124,40,86,10.83
1102,774,99,93,296.75
1103,505,195,87,65.74
1104,770,155,68,371.69
1105,251,120,13,141.65
1106,707,158,30,488.32
1107,321,169,53,362.79
1108,665,176,28,232.57
1109,277,197,98,339.73
1110,923,9,39,425.21
1111,993,103,90,416.9
1112,797,195,45,31.58
1113,192,154,41,187.43
1114,507,15,23,285.18
1115,809,106,58,439.66
1116,953,56,59,346.04
1117,334,16,99,376.22
1118,809,47,79,94.3
1119,634,57,85,144.11
1120,241,190,91,149.36
1121,552,64,84,381.16
1122,290,185,84,342.96
1123,836,193,69,8.2
1124,796,6,64,128.32
1125,815,30,17,270.29
1126,36,17,29,402.64
1127,624,49,95,174.03
1128,293,26,69,43.33
1129,360,49,19,422.49
1130,358,163,84,215.36
1131,720,132,100,216.43
1132,595,86,15,114.87
1133,502,166,67,47.77
1134,780,110,91,383.58
1135,468,106,46,40.49
1136,159,117,30,145.91
1137,943,75,94,44.88
1138,682,171,40,240.58
1139,165,32,56,291.06
1140,626,33,45,435.17
1141,71,180,17,499.86
1142,11,175,65,470.27
1143,224,188,24,241.6
1144,289,179,90,7.21
1145,677,168,9,262.21
1146,680,70,46,144.11
1147,45,56,27,189.85
1148,266,148,15,467.56
1149,350,183,7,480.54
1150,924,10,23,109.02
