transaction_id,transaction_date,product_id,customer_id,staff_id,sales_outlet_id,quantity,price,total_amount
21,2023-07-05,195,295,169,19,11,311.96,311.96
21,2023-07-05,25,295,169,19,18,138.29,138.29
21,2023-07-05,53,295,169,19,45,288.08,288.08
21,2023-07-05,71,295,169,19,12,127.65,127.65
21,2023-07-05,82,295,169,19,21,31.37,31.37
22,2023-02-17,124,443,9,9,63,21.51,21.51
22,2023-02-17,134,443,9,9,86,372.49,372.49
22,2023-02-17,195,443,9,9,26,396.25,396.25
22,2023-02-17,67,443,9,9,79,92.75,92.75
22,2023-02-17,75,443,9,9,19,284.72,284.72
23,2024-06-13,121,969,43,5,51,392.06,392.06
23,2024-06-13,154,969,43,5,42,480.62,480.62
24,2024-09-01,107,853,169,23,45,470.48,470.48
24,2024-09-01,130,853,169,23,31,443.5,443.5
24,2024-09-01,15,853,169,23,90,387.87,387.87
24,2024-09-01,153,853,169,23,42,403.47,403.47
24,2024-09-01,188,853,169,23,76,420.01,420.01
24,2024-09-01,19,853,169,23,25,469.13,469.13
24,2024-09-01,20,853,169,23,58,229.5,229.5
24,2024-09-01,41,853,169,23,16,67.66,67.66
24,2024-09-01,5,853,169,23,80,150.73,150.73
25,2024-10-10,6,244,128,20,81,497.51,497.51
26,2024-10-14,123,857,12,26,25,232.69,232.69
26,2024-10-14,165,857,12,26,33,101.49,101.49
26,2024-10-14,45,857,12,26,68,273.42,273.42
26,2024-10-14,85,857,12,26,85,428.33,428.33
27,2023-12-03,100,631,143,31,7,227.59,227.59
27,2023-12-03,11,631,143,31,21,134.92,134.92
27,2023-12-03,120,631,143,31,48,141.98,141.98
27,2023-12-03,126,631,143,31,100,79.8,79.8
27,2023-12-03,183,631,143,31,44,196.49,196.49
27,2023-12-03,41,631,143,31,64,408.01,408.01
27,2023-12-03,82,631,143,31,92,65.71,65.71
28,2024-11-26,129,817,199,20,96,389.93,389.93
28,2024-11-26,199,817,199,20,23,71.99,71.99
28,2024-11-26,20,817,199,20,81,354.3,354.3
28,2024-11-26,68,817,199,20,69,221.25,221.25
28,2024-11-26,7,817,199,20,52,37.52,37.52
28,2024-11-26,98,817,199,20,73,226.8,226.8
29,2023-07-28,112,800,157,8,50,211.48,211.48
29,2023-07-28,157,800,157,8,59,361.46,361.46
29,2023-07-28,164,800,157,8,99,408.6,408.6
29,2023-07-28,53,800,157,8,10,246.0,246.0
29,2023-07-28,91,800,157,8,7,151.24,151.24
30,2023-09-15,182,187,22,28,89,123.16,123.16
30,2023-09-15,55,187,22,28,6,167.57,167.57
30,2023-09-15,83,187,22,28,49,51.98,51.98
30,2023-09-15,90,187,22,28,75,123.48,123.48
30,2023-09-15,96,187,22,28,87,167.47,167.47
31,2023-12-06,104,708,24,27,95,271.99,271.99
31,2023-12-06,110,708,24,27,77,83.44,83.44
31,2023-12-06,114,708,24,27,97,238.35,238.35
31,2023-12-06,128,708,24,27,85,51.23,51.23
31,2023-12-06,137,708,24,27,100,126.33,126.33
31,2023-12-06,185,708,24,27,65,337.76,337.76
31,2023-12-06,25,708,24,27,62,143.77,143.77
31,2023-12-06,33,708,24,27,54,445.13,445.13
32,2023-09-29,101,612,137,49,86,168.93,168.93
32,2023-09-29,142,612,137,49,97,367.98,367.98
32,2023-09-29,151,612,137,49,29,54.23,54.23
32,2023-09-29,170,612,137,49,84,163.21,163.21
32,2023-09-29,18,612,137,49,6,389.48,389.48
32,2023-09-29,56,612,137,49,29,28.99,28.99
32,2023-09-29,82,612,137,49,46,315.78,315.78
33,2023-06-13,109,319,23,22,58,411.09,411.09
33,2023-06-13,174,319,23,22,91,229.07,229.07
33,2023-06-13,185,319,23,22,37,330.23,330.23
33,2023-06-13,66,319,23,22,21,17.06,17.06
33,2023-06-13,83,319,23,22,71,21.61,21.61
34,2024-07-01,101,509,82,20,56,40.03,40.03
34,2024-07-01,11,509,82,20,14,345.61,345.61
34,2024-07-01,161,509,82,20,63,224.64,224.64
34,2024-07-01,22,509,82,20,68,219.39,219.39
34,2024-07-01,25,509,82,20,57,210.36,210.36
34,2024-07-01,53,509,82,20,58,299.6,299.6
35,2023-12-24,102,860,18,41,49,100.09,100.09
35,2023-12-24,128,860,18,41,11,403.87,403.87
35,2023-12-24,140,860,18,41,15,360.83,360.83
35,2023-12-24,15,860,18,41,38,23.21,23.21
35,2023-12-24,162,860,18,41,71,34.22,34.22
35,2023-12-24,192,860,18,41,94,126.55,126.55
35,2023-12-24,59,860,18,41,41,420.77,420.77
36,2024-01-15,124,501,23,36,54,490.41,490.41
36,2024-01-15,156,501,23,36,20,100.02,100.02
36,2024-01-15,169,501,23,36,30,469.41,469.41
36,2024-01-15,17,501,23,36,29,402.64,402.64
36,2024-01-15,170,501,23,36,3,45.4,45.4
36,2024-01-15,191,501,23,36,21,43.29,43.29
36,2024-01-15,39,501,23,36,74,411.65,411.65
36,2024-01-15,50,501,23,36,54,91.66,91.66
36,2024-01-15,59,501,23,36,50,179.88,179.88
36,2024-01-15,64,501,23,36,83,282.24,282.24
36,2024-01-15,75,501,23,36,13,135.87,135.87
36,2024-01-15,88,501,23,36,70,455.9,455.9
37,2024-08-28,113,964,125,19,38,17.91,17.91
37,2024-08-28,181,964,125,19,85,64.21,64.21
37,2024-08-28,182,964,125,19,33,425.29,425.29
37,2024-08-28,21,964,125,19,58,467.12,467.12
37,2024-08-28,28,964,125,19,75,69.9,69.9
38,2024-12-26,167,385,23,19,98,272.92,272.92
38,2024-12-26,178,385,23,19,13,144.68,144.68
38,2024-12-26,187,385,23,19,3,379.39,379.39
38,2024-12-26,74,385,23,19,21,288.23,288.23
39,2023-01-01,189,18,33,6,87,158.79,158.79
39,2023-01-01,67,18,33,6,57,104.06,104.06
40,2023-10-07,151,989,156,29,49,378.45,378.45
40,2023-10-07,168,989,156,29,71,23.73,23.73
40,2023-10-07,184,989,156,29,65,437.42,437.42
40,2023-10-07,66,989,156,29,84,405.05,405.05
40,2023-10-07,85,989,156,29,111,126.60999999999999,126.60999999999999
41,2023-03-22,146,338,104,26,93,131.18,131.18
41,2023-03-22,181,338,104,26,78,453.25,453.25
41,2023-03-22,185,338,104,26,73,360.11,360.11
41,2023-03-22,39,338,104,26,86,125.27,125.27
41,2023-03-22,41,338,104,26,78,471.48,471.48
41,2023-03-22,49,338,104,26,52,377.12,377.12
41,2023-03-22,62,338,104,26,77,485.23,485.23
42,2023-03-20,111,437,93,31,97,66.68,66.68
42,2023-03-20,131,437,93,31,79,433.69,433.69
42,2023-03-20,199,437,93,31,41,244.41,244.41
42,2023-03-20,61,437,93,31,70,193.02,193.02
42,2023-03-20,64,437,93,31,44,153.6,153.6
42,2023-03-20,74,437,93,31,77,120.58,120.58
43,2023-06-10,104,341,129,31,49,316.67,316.67
43,2023-06-10,15,341,129,31,53,140.6,140.6
43,2023-06-10,3,341,129,31,74,390.62,390.62
44,2024-10-03,119,904,108,46,33,71.18,71.18
44,2024-10-03,63,904,108,46,35,155.77,155.77
44,2024-10-03,87,904,108,46,100,400.1,400.1
44,2024-10-03,89,904,108,46,80,417.96,417.96
44,2024-10-03,92,904,108,46,23,292.91,292.91
45,2025-01-16,119,562,108,6,96,332.67,332.67
45,2025-01-16,122,562,108,6,37,107.89,107.89
45,2025-01-16,124,562,108,6,19,220.36,220.36
45,2025-01-16,161,562,108,6,2,202.32,202.32
45,2025-01-16,56,562,108,6,27,189.85,189.85
45,2025-01-16,85,562,108,6,97,494.33,494.33
46,2023-10-16,104,839,98,38,97,235.86,235.86
46,2023-10-16,105,839,98,38,54,399.63,399.63
46,2023-10-16,66,839,98,38,3,363.34,363.34
47,2024-09-07,46,975,87,41,80,10.79,10.79
47,2024-09-07,76,975,87,41,16,199.93,199.93
48,2023-10-13,117,26,186,5,19,463.66,463.66
48,2023-10-13,142,26,186,5,19,299.11,299.11
48,2023-10-13,19,26,186,5,90,175.69,175.69
48,2023-10-13,70,26,186,5,92,385.5,385.5
49,2024-02-06,145,896,159,41,85,468.34,468.34
50,2023-08-11,105,931,117,22,76,331.13,331.13
50,2023-08-11,13,931,117,22,31,22.72,22.72
50,2023-08-11,18,931,117,22,49,356.86,356.86
50,2023-08-11,182,931,117,22,90,361.71,361.71
50,2023-08-11,6,931,117,22,52,273.49,273.49
50,2023-08-11,65,931,117,22,79,280.94,280.94
50,2023-08-11,96,931,117,22,49,12.92,12.92
51,2024-09-11,125,691,86,37,38,224.92,224.92
51,2024-09-11,171,691,86,37,88,15.05,15.05
51,2024-09-11,70,691,86,37,35,373.71,373.71
51,2024-09-11,94,691,86,37,90,326.8,326.8
52,2023-03-19,199,589,148,8,61,463.11,463.11
52,2023-03-19,3,589,148,8,4,158.62,158.62
52,2023-03-19,58,589,148,8,83,17.76,17.76
52,2023-03-19,94,589,148,8,58,99.32,99.32
53,2024-04-06,140,92,101,16,75,272.12,272.12
53,2024-04-06,197,92,101,16,13,440.8,440.8
53,2024-04-06,25,92,101,16,65,350.19,350.19
53,2024-04-06,36,92,101,16,30,331.38,331.38
53,2024-04-06,71,92,101,16,46,182.6,182.6
53,2024-04-06,93,92,101,16,7,227.96,227.96
54,2025-01-14,171,928,184,24,89,87.09,87.09
54,2025-01-14,36,928,184,24,66,177.37,177.37
54,2025-01-14,45,928,184,24,58,332.04,332.04
54,2025-01-14,80,928,184,24,50,244.61,244.61
54,2025-01-14,95,928,184,24,44,203.55,203.55
55,2023-09-26,139,134,58,14,88,338.41,338.41
55,2023-09-26,178,134,58,14,56,247.22,247.22
55,2023-09-26,179,134,58,14,50,438.59,438.59
55,2023-09-26,182,134,58,14,98,120.66,120.66
55,2023-09-26,189,134,58,14,15,447.2,447.2
55,2023-09-26,5,134,58,14,41,390.62,390.62
55,2023-09-26,52,134,58,14,28,20.92,20.92
56,2024-03-31,109,603,76,2,38,406.19,406.19
56,2024-03-31,11,603,76,2,6,133.19,133.19
56,2024-03-31,168,603,76,2,4,126.33,126.33
56,2024-03-31,53,603,76,2,49,281.47,281.47
57,2023-11-10,112,18,146,26,95,108.46,108.46
57,2023-11-10,118,18,146,26,22,261.67,261.67
57,2023-11-10,148,18,146,26,80,165.53,165.53
57,2023-11-10,160,18,146,26,4,489.84,489.84
57,2023-11-10,38,18,146,26,34,112.56,112.56
57,2023-11-10,47,18,146,26,39,406.48,406.48
58,2023-08-19,101,812,68,39,67,253.63,253.63
58,2023-08-19,103,812,68,39,17,346.93,346.93
58,2023-08-19,132,812,68,39,61,384.61,384.61
58,2023-08-19,181,812,68,39,63,96.17,96.17
58,2023-08-19,184,812,68,39,98,354.19,354.19
58,2023-08-19,186,812,68,39,68,103.13,103.13
58,2023-08-19,190,812,68,39,11,473.03,473.03
58,2023-08-19,195,812,68,39,20,94.63,94.63
58,2023-08-19,84,812,68,39,11,459.5,459.5
58,2023-08-19,94,812,68,39,86,76.91,76.91
59,2023-07-15,107,364,6,5,81,171.08,171.08
60,2024-11-22,177,28,18,1,41,455.21,455.21
60,2024-11-22,71,28,18,1,15,499.45,499.45
61,2024-01-06,145,901,81,38,48,48.94,48.94
61,2024-01-06,176,901,81,38,9,426.04,426.04
61,2024-01-06,78,901,81,38,47,468.88,468.88
61,2024-01-06,9,901,81,38,43,41.86,41.86
62,2024-01-11,15,710,160,32,78,5.53,5.53
62,2024-01-11,170,710,160,32,44,383.47,383.47
62,2024-01-11,3,710,160,32,6,168.41,168.41
62,2024-01-11,38,710,160,32,70,450.0,450.0
62,2024-01-11,98,710,160,32,29,126.99,126.99
63,2023-09-06,134,907,190,15,58,367.78,367.78
63,2023-09-06,159,907,190,15,52,173.87,173.87
63,2023-09-06,193,907,190,15,63,224.69,224.69
63,2023-09-06,199,907,190,15,95,197.73,197.73
63,2023-09-06,66,907,190,15,85,334.77,334.77
63,2023-09-06,90,907,190,15,73,440.05,440.05
64,2023-04-06,149,987,48,17,87,278.09,278.09
65,2023-12-10,127,590,145,29,69,320.5,320.5
65,2023-12-10,132,590,145,29,52,264.3,264.3
65,2023-12-10,134,590,145,29,22,365.08,365.08
65,2023-12-10,174,590,145,29,64,247.98,247.98
65,2023-12-10,191,590,145,29,21,495.24,495.24
65,2023-12-10,33,590,145,29,69,283.65,283.65
65,2023-12-10,38,590,145,29,23,119.7,119.7
65,2023-12-10,76,590,145,29,85,343.36,343.36
65,2023-12-10,86,590,145,29,26,373.97,373.97
66,2023-03-27,110,988,84,10,16,404.04,404.04
66,2023-03-27,176,988,84,10,11,214.31,214.31
66,2023-03-27,29,988,84,10,53,11.85,11.85
66,2023-03-27,44,988,84,10,70,251.35,251.35
66,2023-03-27,62,988,84,10,54,62.8,62.8
66,2023-03-27,72,988,84,10,26,218.6,218.6
67,2024-08-12,130,604,1,26,92,262.23,262.23
67,2024-08-12,145,604,1,26,66,219.58,219.58
67,2024-08-12,150,604,1,26,7,395.26,395.26
67,2024-08-12,26,604,1,26,138,635.47,635.47
67,2024-08-12,53,604,1,26,49,90.89,90.89
67,2024-08-12,58,604,1,26,6,141.01,141.01
68,2024-07-09,130,427,16,37,67,341.1,341.1
68,2024-07-09,135,427,16,37,71,415.92,415.92
69,2024-12-27,105,927,97,24,97,399.15,399.15
69,2024-12-27,125,927,97,24,89,137.57,137.57
69,2024-12-27,130,927,97,24,95,441.11,441.11
69,2024-12-27,146,927,97,24,7,29.91,29.91
69,2024-12-27,148,927,97,24,64,53.36,53.36
69,2024-12-27,159,927,97,24,83,371.76,371.76
69,2024-12-27,21,927,97,24,68,326.41,326.41
69,2024-12-27,58,927,97,24,10,27.38,27.38
69,2024-12-27,61,927,97,24,29,445.78,445.78
70,2023-08-17,158,659,59,39,81,402.36,402.36
70,2023-08-17,163,659,59,39,35,269.31,269.31
70,2023-08-17,167,659,59,39,89,23.74,23.74
70,2023-08-17,194,659,59,39,43,277.17,277.17
70,2023-08-17,2,659,59,39,98,210.27,210.27
70,2023-08-17,26,659,59,39,95,156.51,156.51
70,2023-08-17,28,659,59,39,13,342.17,342.17
70,2023-08-17,46,659,59,39,61,448.76,448.76
70,2023-08-17,62,659,59,39,64,448.76,448.76
71,2024-03-19,131,101,192,4,25,411.92,411.92
71,2024-03-19,180,101,192,4,17,499.86,499.86
71,2024-03-19,181,101,192,4,48,312.84,312.84
71,2024-03-19,23,101,192,4,65,147.51,147.51
71,2024-03-19,34,101,192,4,43,438.94,438.94
71,2024-03-19,64,101,192,4,26,77.5,77.5
71,2024-03-19,8,101,192,4,32,299.73,299.73
71,2024-03-19,87,101,192,4,21,458.67,458.67
72,2023-01-14,121,263,34,16,77,426.64,426.64
72,2023-01-14,129,263,34,16,26,352.97,352.97
72,2023-01-14,150,263,34,16,62,193.44,193.44
72,2023-01-14,178,263,34,16,9,491.71,491.71
72,2023-01-14,33,263,34,16,70,376.85,376.85
72,2023-01-14,72,263,34,16,12,417.53,417.53
73,2024-03-14,128,880,2,47,99,230.26,230.26
73,2024-03-14,134,880,2,47,70,432.08,432.08
73,2024-03-14,189,880,2,47,70,327.04,327.04
73,2024-03-14,81,880,2,47,98,465.59,465.59
74,2024-12-28,12,380,14,46,15,149.26,149.26
74,2024-12-28,140,380,14,46,66,92.7,92.7
74,2024-12-28,143,380,14,46,97,77.18,77.18
74,2024-12-28,158,380,14,46,71,198.58,198.58
74,2024-12-28,7,380,14,46,38,220.25,220.25
75,2024-12-01,129,500,186,1,56,270.93,270.93
75,2024-12-01,4,500,186,1,21,282.91,282.91
76,2024-04-19,140,514,132,8,99,239.38,239.38
76,2024-04-19,196,514,132,8,15,342.36,342.36
76,2024-04-19,42,514,132,8,47,442.27,442.27
76,2024-04-19,96,514,132,8,90,363.22,363.22
76,2024-04-19,99,514,132,8,79,86.16,86.16
77,2023-05-13,106,914,98,18,44,182.62,182.62
77,2023-05-13,163,914,98,18,54,376.69,376.69
77,2023-05-13,17,914,98,18,43,414.25,414.25
77,2023-05-13,54,914,98,18,31,99.45,99.45
78,2023-03-16,119,289,81,37,72,392.44,392.44
78,2023-03-16,127,289,81,37,66,431.26,431.26
78,2023-03-16,137,289,81,37,37,293.31,293.31
78,2023-03-16,185,289,81,37,53,470.32,470.32
80,2023-09-03,1,739,84,11,42,342.1,342.1
80,2023-09-03,127,739,84,11,90,156.25,156.25
81,2024-12-15,145,672,8,26,100,225.56,225.56
81,2024-12-15,191,672,8,26,40,68.31,68.31
81,2024-12-15,40,672,8,26,33,95.24,95.24
81,2024-12-15,71,672,8,26,73,474.62,474.62
81,2024-12-15,98,672,8,26,25,46.2,46.2
82,2023-02-24,103,944,21,41,75,220.34,220.34
82,2023-02-24,153,944,21,41,71,36.38,36.38
82,2023-02-24,27,944,21,41,35,53.63,53.63
82,2023-02-24,37,944,21,41,46,398.35,398.35
82,2023-02-24,7,944,21,41,78,444.88,444.88
83,2024-01-19,163,535,81,48,49,156.62,156.62
84,2025-01-18,122,781,156,50,119,731.5699999999999,731.5699999999999
84,2025-01-18,14,781,156,50,60,249.95000000000002,249.95000000000002
84,2025-01-18,148,781,156,50,32,179.64,179.64
84,2025-01-18,41,781,156,50,98,113.15,113.15
84,2025-01-18,59,781,156,50,82,260.17,260.17
84,2025-01-18,83,781,156,50,38,469.78,469.78
85,2024-12-19,128,419,130,22,90,101.4,101.4
85,2024-12-19,141,419,130,22,22,112.56,112.56
85,2024-12-19,149,419,130,22,52,344.89,344.89
85,2024-12-19,156,419,130,22,84,177.66,177.66
85,2024-12-19,170,419,130,22,69,96.53,96.53
85,2024-12-19,185,419,130,22,45,424.09,424.09
85,2024-12-19,33,419,130,22,12,457.51,457.51
86,2023-07-07,156,111,136,48,65,447.33,447.33
86,2023-07-07,160,111,136,48,95,445.71,445.71
86,2023-07-07,192,111,136,48,29,397.86,397.86
87,2024-01-26,180,527,49,39,60,106.67,106.67
87,2024-01-26,186,527,49,39,68,315.74,315.74
87,2024-01-26,31,527,49,39,80,357.19,357.19
87,2024-01-26,55,527,49,39,37,69.78,69.78
87,2024-01-26,8,527,49,39,74,327.02,327.02
88,2024-01-14,103,688,44,47,13,412.74,412.74
88,2024-01-14,115,688,44,47,71,428.65,428.65
88,2024-01-14,158,688,44,47,13,491.07,491.07
88,2024-01-14,164,688,44,47,25,312.74,312.74
88,2024-01-14,187,688,44,47,68,172.2,172.2
88,2024-01-14,26,688,44,47,77,198.04,198.04
88,2024-01-14,45,688,44,47,98,178.93,178.93
88,2024-01-14,93,688,44,47,39,71.9,71.9
88,2024-01-14,96,688,44,47,98,376.84,376.84
89,2023-12-26,114,421,154,9,4,231.21,231.21
89,2023-12-26,119,421,154,9,16,171.34,171.34
89,2023-12-26,127,421,154,9,55,134.33,134.33
89,2023-12-26,158,421,154,9,1,362.88,362.88
89,2023-12-26,163,421,154,9,29,209.72,209.72
89,2023-12-26,173,421,154,9,23,434.3,434.3
89,2023-12-26,25,421,154,9,87,257.06,257.06
89,2023-12-26,34,421,154,9,61,436.21,436.21
90,2024-10-02,146,62,177,37,14,134.26,134.26
90,2024-10-02,168,62,177,37,74,274.35,274.35
90,2024-10-02,184,62,177,37,7,178.98,178.98
90,2024-10-02,33,62,177,37,99,18.29,18.29
90,2024-10-02,47,62,177,37,38,487.76,487.76
91,2024-07-12,138,124,31,46,6,230.78,230.78
91,2024-07-12,159,124,31,46,69,469.59,469.59
91,2024-07-12,190,124,31,46,88,243.42,243.42
92,2023-09-27,64,464,109,44,91,56.91,56.91
92,2023-09-27,9,464,109,44,10,335.23,335.23
93,2023-05-11,127,424,80,3,71,432.23,432.23
93,2023-05-11,173,424,80,3,74,19.99,19.99
93,2023-05-11,44,424,80,3,54,89.76,89.76
93,2023-05-11,70,424,80,3,99,343.83,343.83
93,2023-05-11,94,424,80,3,83,278.86,278.86
94,2024-07-28,170,968,168,1,60,485.02,485.02
94,2024-07-28,178,968,168,1,77,195.08,195.08
94,2024-07-28,47,968,168,1,56,292.58,292.58
94,2024-07-28,54,968,168,1,74,48.51,48.51
95,2023-03-26,108,451,2,16,65,354.0,354.0
95,2023-03-26,136,451,2,16,28,426.74,426.74
95,2023-03-26,187,451,2,16,63,114.82,114.82
95,2023-03-26,47,451,2,16,21,208.15,208.15
95,2023-03-26,58,451,2,16,9,57.62,57.62
96,2023-07-03,165,493,99,30,32,60.19,60.19
96,2023-07-03,169,493,99,30,44,161.34,161.34
96,2023-07-03,177,493,99,30,91,455.49,455.49
96,2023-07-03,45,493,99,30,33,331.11,331.11
96,2023-07-03,92,493,99,30,62,83.8,83.8
97,2024-03-30,191,798,105,24,37,123.81,123.81
97,2024-03-30,52,798,105,24,28,11.05,11.05
97,2024-03-30,69,798,105,24,70,111.22,111.22
97,2024-03-30,96,798,105,24,88,263.87,263.87
98,2023-01-01,107,592,166,2,37,31.55,31.55
98,2023-01-01,13,592,166,2,36,155.89,155.89
98,2023-01-01,133,592,166,2,41,293.23,293.23
98,2023-01-01,169,592,166,2,94,86.18,86.18
98,2023-01-01,181,592,166,2,94,401.3,401.3
98,2023-01-01,88,592,166,2,60,69.38,69.38
99,2023-09-26,12,150,185,32,2,240.82,240.82
99,2023-09-26,142,150,185,32,71,444.27,444.27
99,2023-09-26,15,150,185,32,58,143.1,143.1
99,2023-09-26,181,150,185,32,31,65.1,65.1
99,2023-09-26,184,150,185,32,38,276.34,276.34
99,2023-09-26,47,150,185,32,59,70.86,70.86
99,2023-09-26,75,150,185,32,60,447.51,447.51
99,2023-09-26,81,150,185,32,70,476.54,476.54
100,2024-05-11,112,859,123,41,39,442.15,442.15
100,2024-05-11,117,859,123,41,78,439.28,439.28
100,2024-05-11,5,859,123,41,43,96.46,96.46
100,2024-05-11,92,859,123,41,15,191.42,191.42
101,2024-04-25,54,622,14,46,25,484.53,484.53
101,2024-04-25,66,622,14,46,42,393.43,393.43
102,2023-09-02,196,849,74,11,27,352.07,352.07
102,2023-09-02,44,849,74,11,70,462.78,462.78
102,2023-09-02,56,849,74,11,93,162.42,162.42
103,2023-09-22,122,570,93,29,41,253.41,253.41
103,2023-09-22,151,570,93,29,24,263.78,263.78
103,2023-09-22,154,570,93,29,90,150.15,150.15
103,2023-09-22,3,570,93,29,57,359.32,359.32
103,2023-09-22,6,570,93,29,60,178.81,178.81
103,2023-09-22,87,570,93,29,15,448.84,448.84
104,2024-12-07,47,321,38,32,35,477.99,477.99
104,2024-12-07,52,321,38,32,21,341.75,341.75
104,2024-12-07,95,321,38,32,5,313.24,313.24
105,2023-11-19,112,798,105,32,43,294.53,294.53
105,2023-11-19,136,798,105,32,2,182.41,182.41
105,2023-11-19,154,798,105,32,60,454.55,454.55
